name,institution,course_url,course_id,content
"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion,leading-for-equity-diversity-inclusion,"Leading for Equity, Diversity and Inclusion in Higher Education University of Michigan"
Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/marketing-plan,marketing-plan,Digital Media and Marketing Strategies University of Illinois at Urbana-Champaign
Budgeting and Scheduling Projects,"University of California, Irvine",https://www.coursera.org/learn/schedule-projects,schedule-projects,"Budgeting and Scheduling Projects University of California, Irvine"
Machine Learning for Business Professionals,Google Cloud,https://www.coursera.org/learn/machine-learning-business-professionals,machine-learning-business-professionals,Machine Learning for Business Professionals Google Cloud
Introduction to Accounting Data Analytics and Visualization,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,intro-accounting-data-analytics-visual,Introduction to Accounting Data Analytics and Visualization University of Illinois at Urbana-Champaign
Financing and Investing in Infrastructure,Università Bocconi,https://www.coursera.org/learn/infrastructure-investing,infrastructure-investing,Financing and Investing in Infrastructure Università Bocconi
Global Environmental Management,Technical University of Denmark (DTU),https://www.coursera.org/learn/global-environmental-management,global-environmental-management,Global Environmental Management Technical University of Denmark (DTU)
Operations Analytics,University of Pennsylvania,https://www.coursera.org/learn/wharton-operations-analytics,wharton-operations-analytics,Operations Analytics University of Pennsylvania
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,https://www.coursera.org/learn/entrepreneurship-strategy,entrepreneurship-strategy,Entrepreneurship Strategy: From Ideation to Exit HEC Paris
The Art of Music Production,Berklee College of Music,https://www.coursera.org/learn/producing-music,producing-music,The Art of Music Production Berklee College of Music
Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",https://www.coursera.org/learn/bayesian-statistics,bayesian-statistics,"Bayesian Statistics: From Concept to Data Analysis University of California, Santa Cruz"
Introduction to Data Analytics,IBM,https://www.coursera.org/learn/introduction-to-data-analytics,introduction-to-data-analytics,Introduction to Data Analytics IBM
Fundamentos de Excel para Negocios,Universidad Austral,https://www.coursera.org/learn/excel-para-negocios,excel-para-negocios,Fundamentos de Excel para Negocios Universidad Austral
Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation,gcp-infrastructure-scaling-automation,Elastic Google Cloud Infrastructure: Scaling and Automation Google Cloud
Introduction to Engineering Mechanics,Georgia Institute of Technology,https://www.coursera.org/learn/engineering-mechanics-statics,engineering-mechanics-statics,Introduction to Engineering Mechanics Georgia Institute of Technology
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,https://www.coursera.org/learn/design-strategy,design-strategy,Design-Led Strategy: Design thinking for business strategy and entrepreneurship The University of Sydney
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,https://www.coursera.org/learn/bioinformatics,bioinformatics,Biology Meets Programming: Bioinformatics for Beginners University of California San Diego
Ordered Data Structures,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/cs-fundamentals-2,cs-fundamentals-2,Ordered Data Structures University of Illinois at Urbana-Champaign
Programming Fundamentals,Duke University,https://www.coursera.org/learn/programming-fundamentals,programming-fundamentals,Programming Fundamentals Duke University
Understanding Financial Markets,University of Geneva,https://www.coursera.org/learn/understanding-financial-markets,understanding-financial-markets,Understanding Financial Markets University of Geneva
Introduction to Software Product Management,University of Alberta,https://www.coursera.org/learn/introduction-to-software-product-management,introduction-to-software-product-management,Introduction to Software Product Management University of Alberta
Excel Skills for Business: Intermediate II,Macquarie University,https://www.coursera.org/learn/excel-intermediate-2,excel-intermediate-2,Excel Skills for Business: Intermediate II Macquarie University
Business Writing,University of Colorado Boulder,https://www.coursera.org/learn/writing-for-business,writing-for-business,Business Writing University of Colorado Boulder
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,https://www.coursera.org/learn/autodesk-autocad-design-drafting,autodesk-autocad-design-drafting,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep Autodesk
Business English: Networking,University of Washington,https://www.coursera.org/learn/business-english-intro,business-english-intro,Business English: Networking University of Washington
Summary Statistics in Public Health,Johns Hopkins University,https://www.coursera.org/learn/summary-statistics,summary-statistics,Summary Statistics in Public Health Johns Hopkins University
Probability and Statistics: To p or not to p?,University of London,https://www.coursera.org/learn/probability-statistics,probability-statistics,Probability and Statistics: To p or not to p? University of London
Mastering Data Analysis in Excel,Duke University,https://www.coursera.org/learn/analytics-excel,analytics-excel,Mastering Data Analysis in Excel Duke University
Basic Statistics,University of Amsterdam,https://www.coursera.org/learn/basic-statistics,basic-statistics,Basic Statistics University of Amsterdam
"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,https://www.coursera.org/learn/python-data-visualization,python-data-visualization,"Capstone: Retrieving, Processing, and Visualizing Data with Python University of Michigan"
Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,https://www.coursera.org/learn/uva-darden-design-thinking-social-sector,uva-darden-design-thinking-social-sector,Design Thinking for the Greater Good: Innovation in the Social Sector University of Virginia
Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,https://www.coursera.org/learn/introduction-portfolio-construction-python,introduction-portfolio-construction-python,Introduction to Portfolio Construction and Analysis with Python EDHEC Business School
Data Analytics for Lean Six Sigma,University of Amsterdam,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,data-analytics-for-lean-six-sigma,Data Analytics for Lean Six Sigma University of Amsterdam
Building Containerized Applications on AWS,Amazon Web Services,https://www.coursera.org/learn/containerized-apps-on-aws,containerized-apps-on-aws,Building Containerized Applications on AWS Amazon Web Services
Business Transformation with Google Cloud,Google Cloud,https://www.coursera.org/learn/business-transformation-google-cloud,business-transformation-google-cloud,Business Transformation with Google Cloud Google Cloud
Excel aplicado a los negocios (Nivel Avanzado),Universidad Austral,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,excel-aplicado-negocios-avanzado,Excel aplicado a los negocios (Nivel Avanzado) Universidad Austral
Managing Project Risks and Changes,"University of California, Irvine",https://www.coursera.org/learn/project-risk-management,project-risk-management,"Managing Project Risks and Changes University of California, Irvine"
L'excellence opérationnelle en pratique,ESSEC Business School,https://www.coursera.org/learn/excellence-operationnelle,excellence-operationnelle,L'excellence opérationnelle en pratique ESSEC Business School
Introduction to Cloud Computing,IBM,https://www.coursera.org/learn/introduction-to-cloud,introduction-to-cloud,Introduction to Cloud Computing IBM
Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,https://www.coursera.org/learn/progfun1,progfun1,Functional Programming Principles in Scala École Polytechnique Fédérale de Lausanne
"Python Functions, Files, and Dictionaries",University of Michigan,https://www.coursera.org/learn/python-functions-files-dictionaries,python-functions-files-dictionaries,"Python Functions, Files, and Dictionaries University of Michigan"
Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,https://www.coursera.org/learn/introduction-embedded-systems,introduction-embedded-systems,Introduction to Embedded Systems Software and Development Environments University of Colorado Boulder
Personal & Family Financial Planning,University of Florida,https://www.coursera.org/learn/family-planning,family-planning,Personal & Family Financial Planning University of Florida
Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,intro-data-science-programacion-estadistica-r,Introducción a Data Science: Programación Estadística con R Universidad Nacional Autónoma de México
"Cybersecurity Roles, Processes & Operating System Security",IBM,https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security,cybersecurity-roles-processes-operating-system-security,"Cybersecurity Roles, Processes & Operating System Security IBM"
Computational Neuroscience,University of Washington,https://www.coursera.org/learn/computational-neuroscience,computational-neuroscience,Computational Neuroscience University of Washington
Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,https://www.coursera.org/learn/smart-cities,smart-cities,Smart Cities – Management of Smart Urban Infrastructures École Polytechnique Fédérale de Lausanne
Probabilistic Graphical Models 1: Representation,Stanford University,https://www.coursera.org/learn/probabilistic-graphical-models,probabilistic-graphical-models,Probabilistic Graphical Models 1: Representation Stanford University
The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",https://www.coursera.org/learn/principles-of-microeconomics,principles-of-microeconomics,"The Power of Microeconomics: Economic Principles in the Real World University of California, Irvine"
Mathematical Thinking in Computer Science,University of California San Diego,https://www.coursera.org/learn/what-is-a-proof,what-is-a-proof,Mathematical Thinking in Computer Science University of California San Diego
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,Основы программирования на Python National Research University Higher School of Economics
Improving Communication Skills,University of Pennsylvania,https://www.coursera.org/learn/wharton-communication-skills,wharton-communication-skills,Improving Communication Skills University of Pennsylvania
"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,introduction-trading-machine-learning-gcp,"Introduction to Trading, Machine Learning & GCP New York Institute of Finance"
Python Programming: A Concise Introduction,Wesleyan University,https://www.coursera.org/learn/python-programming-introduction,python-programming-introduction,Python Programming: A Concise Introduction Wesleyan University
Excel Fundamentals for Data Analysis,Macquarie University,https://www.coursera.org/learn/excel-data-analysis-fundamentals,excel-data-analysis-fundamentals,Excel Fundamentals for Data Analysis Macquarie University
Career 911: Your Future Job in Medicine and Healthcare,Northwestern University,https://www.coursera.org/learn/healthcarejobs,healthcarejobs,Career 911: Your Future Job in Medicine and Healthcare Northwestern University
Foundations of Business Strategy,University of Virginia,https://www.coursera.org/learn/uva-darden-foundations-business-strategy,uva-darden-foundations-business-strategy,Foundations of Business Strategy University of Virginia
Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,ciencia-computacao-python-conceitos,Introdução à Ciência da Computação com Python Parte 1 Universidade de São Paulo
Foundations for Big Data Analysis with SQL,Cloudera,https://www.coursera.org/learn/foundations-big-data-analysis-sql,foundations-big-data-analysis-sql,Foundations for Big Data Analysis with SQL Cloudera
"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,https://www.coursera.org/learn/innovation-through-design,innovation-through-design,"Innovation Through Design: Think, Make, Break, Repeat The University of Sydney"
Getting Started with Azure,LearnQuest,https://www.coursera.org/learn/cloud-azure-intro,cloud-azure-intro,Getting Started with Azure LearnQuest
Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),University of California San Diego,https://www.coursera.org/learn/aprendiendo-a-aprender,aprendiendo-a-aprender,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn) University of California San Diego
Building Batch Data Pipelines on GCP,Google Cloud,https://www.coursera.org/learn/batch-data-pipelines-gcp,batch-data-pipelines-gcp,Building Batch Data Pipelines on GCP Google Cloud
Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/financial-planning,financial-planning,Financial Planning for Young Adults University of Illinois at Urbana-Champaign
Quantitative Methods,University of Amsterdam,https://www.coursera.org/learn/quantitative-methods,quantitative-methods,Quantitative Methods University of Amsterdam
The Technology of Music Production,Berklee College of Music,https://www.coursera.org/learn/technology-of-music-production,technology-of-music-production,The Technology of Music Production Berklee College of Music
Code Yourself! An Introduction to Programming,The University of Edinburgh,https://www.coursera.org/learn/intro-programming,intro-programming,Code Yourself! An Introduction to Programming The University of Edinburgh
Fundamentals of Finance,University of Pennsylvania,https://www.coursera.org/learn/finance-fundamentals,finance-fundamentals,Fundamentals of Finance University of Pennsylvania
How Google does Machine Learning,Google Cloud,https://www.coursera.org/learn/google-machine-learning,google-machine-learning,How Google does Machine Learning Google Cloud
Object-Oriented Design,University of Alberta,https://www.coursera.org/learn/object-oriented-design,object-oriented-design,Object-Oriented Design University of Alberta
Cost and Economics in Pricing Strategy,BCG,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,uva-darden-bcg-pricing-strategy-cost-economics,Cost and Economics in Pricing Strategy BCG
Marketing Gerencial,Universidad de Chile,https://www.coursera.org/learn/marketing-gerencial,marketing-gerencial,Marketing Gerencial Universidad de Chile
Corporate Finance Essentials,IESE Business School,https://www.coursera.org/learn/corporate-finance-essentials,corporate-finance-essentials,Corporate Finance Essentials IESE Business School
Information Security: Context and Introduction,"Royal Holloway, University of London",https://www.coursera.org/learn/information-security-data,information-security-data,"Information Security: Context and Introduction Royal Holloway, University of London"
Introduction to CSS3,University of Michigan,https://www.coursera.org/learn/introcss,introcss,Introduction to CSS3 University of Michigan
Applied Data Science Capstone,IBM,https://www.coursera.org/learn/applied-data-science-capstone,applied-data-science-capstone,Applied Data Science Capstone IBM
Introduction aux Droits de l’Homme,University of Geneva,https://www.coursera.org/learn/droits-de-lhomme,droits-de-lhomme,Introduction aux Droits de l’Homme University of Geneva
"Programming Languages, Part A",University of Washington,https://www.coursera.org/learn/programming-languages,programming-languages,"Programming Languages, Part A University of Washington"
Leadership in 21st Century Organizations,Copenhagen Business School,https://www.coursera.org/learn/leadership-21st-century,leadership-21st-century,Leadership in 21st Century Organizations Copenhagen Business School
Software Processes and Agile Practices,University of Alberta,https://www.coursera.org/learn/software-processes-and-agile-practices,software-processes-and-agile-practices,Software Processes and Agile Practices University of Alberta
DevOps Culture and Mindset,"University of California, Davis",https://www.coursera.org/learn/devops-culture-and-mindset,devops-culture-and-mindset,"DevOps Culture and Mindset University of California, Davis"
Introduction to Statistics & Data Analysis in Public Health,Imperial College London,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,introduction-statistics-data-analysis-public-health,Introduction to Statistics & Data Analysis in Public Health Imperial College London
COVID-19 Contact Tracing For Nursing Professionals,University of Houston,https://www.coursera.org/learn/covid-19-contact-tracing-for-nursing-professionals,covid-19-contact-tracing-for-nursing-professionals,COVID-19 Contact Tracing For Nursing Professionals University of Houston
High Stakes Leadership: Leading in Times of Crisis,University of Michigan,https://www.coursera.org/learn/high-stakes-leadership,high-stakes-leadership,High Stakes Leadership: Leading in Times of Crisis University of Michigan
AWS Fundamentals: Addressing Security Risk,Amazon Web Services,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk,aws-fundamentals-addressing-security-risk,AWS Fundamentals: Addressing Security Risk Amazon Web Services
Spanish for Successful Communication in Healthcare Settings,Rice University,https://www.coursera.org/learn/spanish-in-healthcare-settings,spanish-in-healthcare-settings,Spanish for Successful Communication in Healthcare Settings Rice University
Leading transformations: Manage change,Macquarie University,https://www.coursera.org/learn/change-management,change-management,Leading transformations: Manage change Macquarie University
Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),https://www.coursera.org/learn/systems-engineering,systems-engineering,Introduction to Systems Engineering UNSW Sydney (The University of New South Wales)
Digital Marketing Analytics in Theory,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/marketing-analytics,marketing-analytics,Digital Marketing Analytics in Theory University of Illinois at Urbana-Champaign
Data Visualization and Communication with Tableau,Duke University,https://www.coursera.org/learn/analytics-tableau,analytics-tableau,Data Visualization and Communication with Tableau Duke University
Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",https://www.coursera.org/learn/mcmc-bayesian-statistics,mcmc-bayesian-statistics,"Bayesian Statistics: Techniques and Models University of California, Santa Cruz"
Introduction to Computers and Office Productivity Software,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/introduction-to-computers-and-office-productivity-software,introduction-to-computers-and-office-productivity-software,Introduction to Computers and Office Productivity Software The Hong Kong University of Science and Technology
Intercultural Management,ESCP Business School,https://www.coursera.org/learn/intercultural,intercultural,Intercultural Management ESCP Business School
Global Financial Markets and Instruments,Rice University,https://www.coursera.org/learn/global-financial-markets-instruments,global-financial-markets-instruments,Global Financial Markets and Instruments Rice University
"Applied Plotting, Charting & Data Representation in Python",University of Michigan,https://www.coursera.org/learn/python-plotting,python-plotting,"Applied Plotting, Charting & Data Representation in Python University of Michigan"
Excel Skills for Business: Advanced,Macquarie University,https://www.coursera.org/learn/excel-advanced,excel-advanced,Excel Skills for Business: Advanced Macquarie University
Introduction to Neuroeconomics: How the Brain Makes Decisions,National Research University Higher School of Economics,https://www.coursera.org/learn/neuroeconomics,neuroeconomics,Introduction to Neuroeconomics: How the Brain Makes Decisions National Research University Higher School of Economics
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,https://www.coursera.org/learn/nand2tetris2,nand2tetris2,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course) Hebrew University of Jerusalem
The Global Financial Crisis,Yale University,https://www.coursera.org/learn/global-financial-crisis,global-financial-crisis,The Global Financial Crisis Yale University
Agile и Scrum в работе над проектами и продуктами,E-Learning Development Fund,https://www.coursera.org/learn/upravleniya-proektami-agile-scrum,upravleniya-proektami-agile-scrum,Agile и Scrum в работе над проектами и продуктами E-Learning Development Fund
Renewable Energy and Green Building Entrepreneurship,Duke University,https://www.coursera.org/learn/renewable-energy-entrepreneurship,renewable-energy-entrepreneurship,Renewable Energy and Green Building Entrepreneurship Duke University
The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",https://www.coursera.org/learn/the-cycle,the-cycle,"The Cycle: Management of Successful Arts and Cultural Organizations University of Maryland, College Park"
Privacy Law and Data Protection,University of Pennsylvania,https://www.coursera.org/learn/privacy-law-data-protection,privacy-law-data-protection,Privacy Law and Data Protection University of Pennsylvania
Building Modern Python Applications on AWS,Amazon Web Services,https://www.coursera.org/learn/building-modern-python-applications-on-aws,building-modern-python-applications-on-aws,Building Modern Python Applications on AWS Amazon Web Services
Digital Business Models,Lund University,https://www.coursera.org/learn/digital-business-models,digital-business-models,Digital Business Models Lund University
"Everyday Excel, Part 2",University of Colorado Boulder,https://www.coursera.org/learn/everyday-excel-part-2,everyday-excel-part-2,"Everyday Excel, Part 2 University of Colorado Boulder"
Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,https://www.coursera.org/learn/cloud-infrastructure-design-process,cloud-infrastructure-design-process,Reliable Google Cloud Infrastructure: Design and Process Google Cloud
Introduction to Computer Programming,University of London,https://www.coursera.org/learn/introduction-to-computer-programming,introduction-to-computer-programming,Introduction to Computer Programming University of London
"Big Data Essentials: HDFS, MapReduce and Spark RDD",Yandex,https://www.coursera.org/learn/big-data-essentials,big-data-essentials,"Big Data Essentials: HDFS, MapReduce and Spark RDD Yandex"
Social Impact Strategy: Tools for Entrepreneurs and Innovators,University of Pennsylvania,https://www.coursera.org/learn/social-impact,social-impact,Social Impact Strategy: Tools for Entrepreneurs and Innovators University of Pennsylvania
C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",https://www.coursera.org/learn/c-for-everyone,c-for-everyone,"C for Everyone: Programming Fundamentals University of California, Santa Cruz"
Introduction to Structured Query Language (SQL),University of Michigan,https://www.coursera.org/learn/intro-sql,intro-sql,Introduction to Structured Query Language (SQL) University of Michigan
Social and Economic Networks:  Models and Analysis,Stanford University,https://www.coursera.org/learn/social-economic-networks,social-economic-networks,Social and Economic Networks:  Models and Analysis Stanford University
Fundamentals of Scalable Data Science,IBM,https://www.coursera.org/learn/ds,ds,Fundamentals of Scalable Data Science IBM
Applied Machine Learning in Python,University of Michigan,https://www.coursera.org/learn/python-machine-learning,python-machine-learning,Applied Machine Learning in Python University of Michigan
Introduction to C# Programming and Unity,University of Colorado System,https://www.coursera.org/learn/introduction-programming-unity,introduction-programming-unity,Introduction to C# Programming and Unity University of Colorado System
Les Fondamentaux de la Négociation,ESSEC Business School,https://www.coursera.org/learn/fondamentaux-negociation,fondamentaux-negociation,Les Fondamentaux de la Négociation ESSEC Business School
Introduction to Clinical Data,Stanford University,https://www.coursera.org/learn/introduction-clinical-data,introduction-clinical-data,Introduction to Clinical Data Stanford University
Finance for Non-Financial Managers,Emory University,https://www.coursera.org/learn/finance-for-non-financial-managers,finance-for-non-financial-managers,Finance for Non-Financial Managers Emory University
Digital Marketing Analytics in Practice,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/digital-analytics,digital-analytics,Digital Marketing Analytics in Practice University of Illinois at Urbana-Champaign
The Horse Course: Introduction to Basic Care and Management,University of Florida,https://www.coursera.org/learn/horse-care,horse-care,The Horse Course: Introduction to Basic Care and Management University of Florida
Introduction to Big Data,University of California San Diego,https://www.coursera.org/learn/big-data-introduction,big-data-introduction,Introduction to Big Data University of California San Diego
Practical Time Series Analysis,The State University of New York,https://www.coursera.org/learn/practical-time-series-analysis,practical-time-series-analysis,Practical Time Series Analysis The State University of New York
Getting Started with Google Kubernetes Engine,Google Cloud,https://www.coursera.org/learn/google-kubernetes-engine,google-kubernetes-engine,Getting Started with Google Kubernetes Engine Google Cloud
Exploring ​and ​Preparing ​your ​Data with BigQuery,Google Cloud,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery,gcp-exploring-preparing-data-bigquery,Exploring ​and ​Preparing ​your ​Data with BigQuery Google Cloud
Introduction to Machine Learning,Duke University,https://www.coursera.org/learn/machine-learning-duke,machine-learning-duke,Introduction to Machine Learning Duke University
Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,https://www.coursera.org/learn/wharton-launching-startup,wharton-launching-startup,Entrepreneurship 2: Launching your Start-Up University of Pennsylvania
Preparing for the Google Cloud Professional Cloud Architect Exam,Google Cloud,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam,preparing-cloud-professional-cloud-architect-exam,Preparing for the Google Cloud Professional Cloud Architect Exam Google Cloud
Effective Business Presentations with Powerpoint,PwC,https://www.coursera.org/learn/powerpoint-presentations,powerpoint-presentations,Effective Business Presentations with Powerpoint PwC
More Introduction to Financial Accounting,University of Pennsylvania,https://www.coursera.org/learn/wharton-financial-accounting,wharton-financial-accounting,More Introduction to Financial Accounting University of Pennsylvania
Dairy Production and Management,The Pennsylvania State University,https://www.coursera.org/learn/dairy-production,dairy-production,Dairy Production and Management The Pennsylvania State University
Introduction to Operations Management,University of Pennsylvania,https://www.coursera.org/learn/wharton-operations,wharton-operations,Introduction to Operations Management University of Pennsylvania
Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam,preparing-cloud-associate-cloud-engineer-exam,Preparing for the Google Cloud Associate Cloud Engineer Exam Google Cloud
European Business Law: Understanding the Fundamentals,Lund University,https://www.coursera.org/learn/european-law-fundamentals,european-law-fundamentals,European Business Law: Understanding the Fundamentals Lund University
Front-End Web Development with React,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/front-end-react,front-end-react,Front-End Web Development with React The Hong Kong University of Science and Technology
Music Business Foundations,Berklee College of Music,https://www.coursera.org/learn/music-business-foundations,music-business-foundations,Music Business Foundations Berklee College of Music
Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/intro-business-analytics,intro-business-analytics,Introduction to Business Analytics: Communicating with Data University of Illinois at Urbana-Champaign
Security & Safety Challenges in a Globalized World,Universiteit Leiden,https://www.coursera.org/learn/security-safety-globalized-world,security-safety-globalized-world,Security & Safety Challenges in a Globalized World Universiteit Leiden
Machine Learning Foundations: A Case Study Approach,University of Washington,https://www.coursera.org/learn/ml-foundations,ml-foundations,Machine Learning Foundations: A Case Study Approach University of Washington
Accounting Analytics,University of Pennsylvania,https://www.coursera.org/learn/accounting-analytics,accounting-analytics,Accounting Analytics University of Pennsylvania
Strategic Business Management - Microeconomics,"University of California, Irvine",https://www.coursera.org/learn/strategic-business-management-microeconomics,strategic-business-management-microeconomics,"Strategic Business Management - Microeconomics University of California, Irvine"
Research Data Management and Sharing,The University of Edinburgh,https://www.coursera.org/learn/data-management,data-management,Research Data Management and Sharing The University of Edinburgh
Strategic Management,Copenhagen Business School,https://www.coursera.org/learn/strategic-management,strategic-management,Strategic Management Copenhagen Business School
Cybersecurity Compliance Framework & System Administration,IBM,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration,cybersecurity-compliance-framework-system-administration,Cybersecurity Compliance Framework & System Administration IBM
Legal Tech & Startups,IE Business School,https://www.coursera.org/learn/legal-tech-startups,legal-tech-startups,Legal Tech & Startups IE Business School
The Business of Product Management I,Advancing Women in Product,https://www.coursera.org/learn/the-business-of-product-management-one,the-business-of-product-management-one,The Business of Product Management I Advancing Women in Product
AI for Medical Prognosis,DeepLearning.AI,https://www.coursera.org/learn/ai-for-medical-prognosis,ai-for-medical-prognosis,AI for Medical Prognosis DeepLearning.AI
UX / UI: Fundamentos para o design de interface,Universidade de São Paulo,https://www.coursera.org/learn/ux-ui-design-de-interface,ux-ui-design-de-interface,UX / UI: Fundamentos para o design de interface Universidade de São Paulo
Industrial IoT on Google Cloud Platform,Google Cloud,https://www.coursera.org/learn/iiot-google-cloud-platform,iiot-google-cloud-platform,Industrial IoT on Google Cloud Platform Google Cloud
Database Management Essentials,University of Colorado System,https://www.coursera.org/learn/database-management,database-management,Database Management Essentials University of Colorado System
Fundamentals of Machine Learning for Healthcare,Stanford University,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,fundamental-machine-learning-healthcare,Fundamentals of Machine Learning for Healthcare Stanford University
Corporate Strategy,UCL School of Management,https://www.coursera.org/learn/corporatestrategy,corporatestrategy,Corporate Strategy UCL School of Management
Managing an Agile Team,University of Virginia,https://www.coursera.org/learn/uva-darden-agile-team-management,uva-darden-agile-team-management,Managing an Agile Team University of Virginia
Getting started with TensorFlow 2,Imperial College London,https://www.coursera.org/learn/getting-started-with-tensor-flow2,getting-started-with-tensor-flow2,Getting started with TensorFlow 2 Imperial College London
Mathematics for Machine Learning: PCA,Imperial College London,https://www.coursera.org/learn/pca-machine-learning,pca-machine-learning,Mathematics for Machine Learning: PCA Imperial College London
Object Oriented Programming in Java,University of California San Diego,https://www.coursera.org/learn/object-oriented-java,object-oriented-java,Object Oriented Programming in Java University of California San Diego
Embedded Software and Hardware Architecture,University of Colorado Boulder,https://www.coursera.org/learn/embedded-software-hardware,embedded-software-hardware,Embedded Software and Hardware Architecture University of Colorado Boulder
Memoir and Personal Essay: Managing Your Relationship with the Reader,Wesleyan University,https://www.coursera.org/learn/memoir-reader-relationship,memoir-reader-relationship,Memoir and Personal Essay: Managing Your Relationship with the Reader Wesleyan University
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,Математика и Python для анализа данных Moscow Institute of Physics and Technology
Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/accounting-data-analytics-python,accounting-data-analytics-python,Accounting Data Analytics with Python University of Illinois at Urbana-Champaign
Managing as a Coach,"University of California, Davis",https://www.coursera.org/learn/managing-as-a-coach,managing-as-a-coach,"Managing as a Coach University of California, Davis"
A Crash Course in Data Science,Johns Hopkins University,https://www.coursera.org/learn/data-science-course,data-science-course,A Crash Course in Data Science Johns Hopkins University
